cord_uid,sha,source_x,title,doi,pmcid,pubmed_id,license,abstract,publish_time,authors,journal,mag_id,who_covidence_id,arxiv_id,pdf_json_files,pmc_json_files,url,s2_id,publish_year,abstract_words
d2nux6v4,,WHO,"""Pandemonium of the pandemic"": Impact of COVID-19 in India, focus on mental health",,,,unk,"The coronavirus disease 2019 (COVID-19) has emerged as a global health threat, with every nation facing unique challenges during the outbreak. Such pandemics are much beyond biological phenomena. They have psychosocial and economic implications that might long outlast the infection itself. India recently crossed 50,000 cases and is undergoing a historic nationwide lockdown in an attempt to control the outbreak. Considering the sociocultural diversity, limited public health resources, increasing psychological comorbidities, and substantial number of vulnerable populations (e.g., homeless, migrants), the subcontinent is facing unprecedented challenges at all fronts. This commentary glances at the COVID-19 scenario in India through the psychosocial lens, highlights the strategies so far, and discusses the recommended ways ahead. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",2020,"Banerjee, Debanjan; Bhattacharya, Prama",Psychological trauma,NA,#693511,,,,,220964409,2020,122
6ze64w57,,Medline,"""Pandemonium of the pandemic"": Impact of COVID-19 in India, focus on mental health.",10.1037/tra0000799,,32744842,unk,"The coronavirus disease 2019 (COVID-19) has emerged as a global health threat, with every nation facing unique challenges during the outbreak. Such pandemics are much beyond biological phenomena. They have psychosocial and economic implications that might long outlast the infection itself. India recently crossed 50,000 cases and is undergoing a historic nationwide lockdown in an attempt to control the outbreak. Considering the sociocultural diversity, limited public health resources, increasing psychological comorbidities, and substantial number of vulnerable populations (e.g., homeless, migrants), the subcontinent is facing unprecedented challenges at all fronts. This commentary glances at the COVID-19 scenario in India through the psychosocial lens, highlights the strategies so far, and discusses the recommended ways ahead. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",2020-08-03,"Banerjee, Debanjan; Bhattacharya, Prama","Psychological trauma : theory, research, practice and policy",NA,,,,,https://doi.org/10.1037/tra0000799; https://www.ncbi.nlm.nih.gov/pubmed/32744842/,220964409,2020,122
ctrjqx0i,,WHO,"""Perioperative Presentation of COVID-19 Disease in a Liver Transplant Recipient""",,,,unk,"In a recent issue of Hepatology, Drs. Qin and Wang report a case of a 37-year old patient with COVID-19 disease after undergoing liver transplantation (LT) for hepatocellular carcinoma (HCC). While these are interesting data on the course of COVID-19 disease in an immunosuppressed patient, we would like to highlight some particularly important issues related to management of liver disease and post-transplant care.",2020,"Reiberger, Thomas; Mandorfer, Mattias",Hepatology (Baltim.),NA,#639875,,,,,220502812,2020,63
jt7ctj2z,,WHO,"""Quarantine during COVID-19 outbreak: Changes in diet and physical activity increase the risk of cardiovascular disease""",,,,unk,"AIMS: CoV-19/SARS-CoV-2 is a highly pathogenic virus that is causing a global pandemic with a high number of deaths and infected people. To contain the diffusion of infection, several governments have enforced restrictions on outdoor activities or even collective quarantine on the population. The present commentary briefly analyzes the effects of quarantine on lifestyle, including nutrition and physical activity and the impact of new technologies in dealing with this situation. DATA SYNTHESIS: Quarantine is associated with stress and depression leading to unhealthy diet and reduced physical activity. A diet poor in fruit and vegetables is frequent during isolation, with a consequent low intake of antioxidants and vitamins. However, vitamins have recently been identified as a principal weapon in the fight against the Cov-19 virus. Some reports suggest that Vitamin D could exert a protective effect on such infection. During quarantine, strategies to further increase home-based physical activity and to encourage adherence to a healthy diet should be implemented. The WHO has just released guidance for people in self-quarantine, those without any symptoms or diagnosis of acute respiratory illness, which provides practical advice on how to stay active and reduce sedentary behavior while at home. CONCLUSION: Quarantine carries some long-term effects on cardiovascular disease, mainly related to unhealthy lifestyle and anxiety. Following quarantine, a global action supporting healthy diet and physical activity is mandatory to encourage people to return to a good lifestyle routine.",2020,"Mattioli, Anna V; Sciomer, Susanna; Cocchi, Camilla; Maffei, Silvia; Gallina, Sabina",Nutr. metab. cardiovasc. dis,NA,#437173,,,,,218982014,2020,233
ktppk6wh,,WHO,"""Slowing the Spread and Minimizing the Impact of COVID-19: Lessons from the Past and Recommendations for the Plastic Surgeon""",,,,unk,"BACKGROUND: COVID-19, a novel coronavirus originating in December 2019 in Wuhan, China, has spread rapidly throughout the globe over 3 months. On March 11, 2020 the World Health Organization declared COVID-19 a global pandemic. COVID-19 represents a nearly unprecedented threat to both the public health and the durability of our healthcare systems and will profoundly affect the field of plastic and reconstructive surgery. The objective of this paper is to provide a natural history of COVID-19 - including virology, epidemiology and transmission patterns - and a guide for plastic surgeons regarding patient and resource management. METHODS: The authors reviewed existing literature regarding COVID-19, both primary research and secondary reviews, via PubMed queries, and recommendations from relevant professional organizations (e.g., American College of Surgeons and American Society of Plastic Surgeons). The literature and recommendations were summarized to provide a specific guide for plastic surgeons. RESULTS: Internationally, over 5.7 million cases and 357,000 deaths from COVID-19 have been reported at time of writing. No pharmacological treatments have been identified, but epidemiological strategies were identified to prevent viral spread, preserve healthcare resources, and protect patients and surgeons globally. Specific recommendations for plastic and reconstructive surgeons include postponing elective cases and transitioning to telecommunication platforms for patient consultations and education. CONCLUSIONS: COVID-19 represents a nearly unprecedented threat to the public health and the durability of healthcare systems in the contemporary era. While plastic and reconstructive surgery may seem relatively remote from the pandemic in direct patient care and exposure, our field can significantly enhance healthcare resource management.",2020,"Mackenzie, Ethan L; Poore, Samuel O",,NA,#525717,,,,,219319978,2020,253
f3sre07i,,Medline,"""Slowing the Spread and Minimizing the Impact of COVID-19: Lessons from the Past and Recommendations for the Plastic Surgeon"".",10.1097/prs.0000000000007221,,32496369,unk,"BACKGROUND COVID-19, a novel coronavirus originating in December 2019 in Wuhan, China, has spread rapidly throughout the globe over 3 months. On March 11, 2020 the World Health Organization declared COVID-19 a global pandemic. COVID-19 represents a nearly unprecedented threat to both the public health and the durability of our healthcare systems and will profoundly affect the field of plastic and reconstructive surgery. The objective of this paper is to provide a natural history of COVID-19 - including virology, epidemiology and transmission patterns - and a guide for plastic surgeons regarding patient and resource management. METHODS The authors reviewed existing literature regarding COVID-19, both primary research and secondary reviews, via PubMed queries, and recommendations from relevant professional organizations (e.g., American College of Surgeons and American Society of Plastic Surgeons). The literature and recommendations were summarized to provide a specific guide for plastic surgeons. RESULTS Internationally, over 5.7 million cases and 357,000 deaths from COVID-19 have been reported at time of writing. No pharmacological treatments have been identified, but epidemiological strategies were identified to prevent viral spread, preserve healthcare resources, and protect patients and surgeons globally. Specific recommendations for plastic and reconstructive surgeons include postponing elective cases and transitioning to telecommunication platforms for patient consultations and education. CONCLUSIONS COVID-19 represents a nearly unprecedented threat to the public health and the durability of healthcare systems in the contemporary era. While plastic and reconstructive surgery may seem relatively remote from the pandemic in direct patient care and exposure, our field can significantly enhance healthcare resource management.",2020-06-02,"Mackenzie, Ethan L; Poore, Samuel O",Plastic and reconstructive surgery,NA,,,,,https://doi.org/10.1097/prs.0000000000007221; https://www.ncbi.nlm.nih.gov/pubmed/32496369/,219319978,2020,253
s6q8uy22,,WHO,"""Social Distancing"" Amid a Crisis in Social Isolation and Loneliness Solidarity in response to COVID-19 outbreak in the Eastern Mediterranean Region",,,,unk,"The coronavirus disease 2019 (COVID-19) outbreak that began in Wuhan, Hubei Province, China in late 2019 has spread globally within a few months The Director General of the World Health Organization (WHO) declared the COVID-19 outbreak to be a public health emergency of international concern (PHEIC) after the second meeting of the IHR (2005) Emergency Committee on 30 January 2020 On 12 March 2020, the outbreak of COVID-19 was characterized as a pandemic",2020,"Cudjoe, Thomas K. M.; Kotwal, Ashwin A.; Al-Mandhari, Ahmed; Kodama, Chiori; Abubakar, Abdinasir; Brennan, Richard",Journal of American Geriatrics Society,NA,#657522,,,,,218479969,2020,73
u0ur3ejh,,WHO,"""Social Media Misinformation""-An Epidemic within the COVID-19 Pandemic",,,,unk,"""Social Media Misinformation""-An Epidemic within the COVID-19 Pandemic.",2020,"Ahmed Siddiqui, Mohammed Yaseen; Mushtaq, Kamran; Mohamed, Mouhand F H; Al Soub, Hussam; Hussein Mohamedali, Mohamed Gaafar; Yousaf, Zohaib",Am. j. trop. med. hyg,NA,#598417,,,,,219703333,2020,8
jf7w0lr8,,Medline,"""Social Media Misinformation""-An Epidemic within the COVID-19 Pandemic.",10.4269/ajtmh.20-0592,,32534600,unk,"""Social Media Misinformation""-An Epidemic within the COVID-19 Pandemic.",2020-06-12,"Ahmed Siddiqui, Mohammed Yaseen; Mushtaq, Kamran; Mohamed, Mouhand F H; Al Soub, Hussam; Hussein Mohamedali, Mohamed Gaafar; Yousaf, Zohaib",The American journal of tropical medicine and hygiene,NA,,,,,https://doi.org/10.4269/ajtmh.20-0592; https://www.ncbi.nlm.nih.gov/pubmed/32534600/,219703333,2020,8
zz0gbwq4,,ArXiv,"""Stay Nearby or Get Checked"": A Covid-19 Lockdown Exit Strategy",,,,arxiv,"This paper repurposes the classic insight from network theory that long-distance connections drive disease propagation into a strategy for controlling a second wave of Covid-19. We simulate a scenario in which a lockdown is first imposed on a population and then partly lifted while long-range transmission is kept at a minimum. Simulated spreading patterns resemble contemporary distributions of Covid-19 across nations, regions, and provinces, providing some model validation. Results suggest that the proposed strategy may significantly flatten a second wave. We also find that post-lockdown flare-ups remain local longer, aiding geographical containment. Public policy may target long ties by heavily focusing medical testing and mobility tracking efforts on traffic and transport. This policy can be communicated to the general public as a simple and reasonable principle: Stay nearby or get checked.",2020-04-15,"Brethouwer, Jan-Tino; Rijt, Arnout van de; Lindelauf, Roy; Fokkink, Robbert",,NA,,2004.06891,,,https://arxiv.org/pdf/2004.06891v2.pdf,215768609,2020,131
8tx0gfj7,,WHO,"""Staying Home"" - Early Changes in Patterns of Neurotrauma in New York City during the COVID-19 Pandemic",,,,unk,"OBJECTIVE: New York City is the epicenter of the novel coronavirus disease 2019 (COVID-19) pandemic in the United States. Traumatic brain injury accounts for a significant proportion of admissions to our trauma center. We sought to characterize the effect of the pandemic on neurotraumas, given the cancellation of non-essential activities during the crisis. METHODS: Retrospective and prospective review were performed from November 2019 to April 2020. General demographics, clinical status, mechanism of trauma, diagnosis, and treatment instituted were recorded. We dichotomized the data between pre-COVID-19 (before March 1st) and COVID-19 periods and compared the differences between the two groups. We present the timeline of events since the beginning of crisis in relation to the number of neurotraumas. RESULTS: A total of 150 patients composed our cohort with a mean age of 66.2 years (SD+/-: 18.9), and 66% male. More males sustained neurotrauma in the COVID-19 period compared with the pre-COVID-19 (60.4% vs 77.6%, p=0.03). The most common mechanism of trauma was mechanical fall, but it was observed less frequently compared to the pre-COVID-19 period (61.4% vs 40.8; p=0.03). Subdural hematoma, traumatic subarachnoid hemorrhage, and intracerebral contusion accounted for the most common pathologies in both periods. Non-operative management was selected for most patients (79.2 vs 87.8%, p= 0.201) in both periods. CONCLUSIONS: A decrease in the frequency of neurotraumas was observed during the COVID-19 crisis concomitant with the increase in COVID-19 patients in the city. This trend began after the cancellation of non-essential activities and the implementation of social distancing recommendations.",2020,"Lara-Reyna, Jacques; Yaeger, Kurt A; Rossitto, Christina P; Camara, Divaldo; Wedderburn, Raymond; Ghatan, Saadi; Bederson, Joshua B; Margetis, Konstantinos",World neurosurgery (Online),NA,#670848,,,,,220772449,2020,250
75k5f2br,,Medline,"""Telemedicine & Plastic and Reconstructive Surgery: Lessons from the COVID-19 Pandemic and Directions for the Future.""",10.1097/prs.0000000000007344,,32732794,unk,"Telemedicine holds vast amounts of potential in changing the way outpatient Plastic and Reconstructive Surgery is practiced. Prior to the COVID-19 pandemic Video Conferencing (VC) was utilized by a small fraction of medical specialties. However, since the start of the pandemic, CMS and the largest private health insurance companies have relaxed regulations to allow the majority of specialties to use VC in lieu of in-person visits. Most importantly, VC minimizes patient and physician exposure in situations such as these, and decreases risk in the immunocompromised population. VC, which has been shown to be just as safe and efficacious in treating patients, offers the ability to follow up with physicians while saving time on travel, as well as travel-related expenses. This, in turn correlates with increased patient satisfaction. VC also allows physicians to expand their reach to patients in rural areas seeking advanced professional advice. Incorporating VC into existing practices will make for a more efficient practice, improve patient satisfaction, and decrease cost to patients and the health care system.",2020-07-21,"Saad, Noah H; AlQattan, Husain T; Ochoa, Oscar; Chrysopoulo, Minas",Plastic and reconstructive surgery,NA,,,,,https://doi.org/10.1097/prs.0000000000007344; https://www.ncbi.nlm.nih.gov/pubmed/32732794/,220891163,2020,169
8mk9imp9,,WHO,"""The COVID-19 outbreak""-An empirical phenomenological study on perceptions and psychosocial considerations surrounding the immediate incorporation of final-year Spanish nursing and medical students into the health system",,,,unk,"The COVID-19 pandemic has caused an unprecedented health crisis worldwide, with the numbers of infections and deaths worldwide multiplying alarmingly in a matter of weeks. Accordingly, governments have been forced to take drastic actions such as the confinement of the population and the suspension of face-to-face teaching. In Spain, due to the collapse of the health system the government has been forced to take a series of important measures such as requesting the voluntary incorporation of final-year nursing and medical students into the health system. The objective of the present work is to study, using a phenomenological qualitative approach, the perceptions of students in this exceptional actual situation. A total of 62 interviews were carried out with final-year nursing and medicine students from Jaime I University (Spain), with 85% reporting having voluntarily joined the health system for ethical and moral reasons. Results from the inductive analysis of the descriptions highlighted two main categories and a total of five sub-categories. The main feelings collected regarding mood were negative, represented by uncertainty, nervousness, and fear. This study provides a description of the perceptions of final-year nursing and medical students with respect to their immediate incorporation into a health system aggravated by a global crisis.",2020,"Collado-Boira, Eladio J; Ruiz-Palomino, Estefanía; Salas-Media, Pablo; Folch-Ayora, Ana; Muriach, Maria; Baliño, Pablo",Nurse Educ Today,NA,#597764,,,,,219585585,2020,202
w8iqu05n,,WHO,"""The post-COVID era"": challenges in the treatment of substance use disorder (SUD) after the pandemic",,,,unk,"BACKGROUND: Citizens affected by substance use disorders are high-risk populations for both SARS-CoV-2 infection and COVID-19-related mortality. Relevant vulnerabilities to COVID-19 in people who suffer substance use disorders are described in previous communications. The COVID-19 pandemic offers a unique opportunity to reshape and update addiction treatment networks. MAIN BODY: Renewed treatment systems should be based on these seven pillars: (1) telemedicine and digital solutions, (2) hospitalization at home, (3) consultation-liaison psychiatric and addiction services, (4) harm-reduction facilities, (5) person-centered care, (6) promote paid work to improve quality of life in people with substance use disorders, and (7) integrated addiction care. The three ""best buys"" of the World Health Organization (reduce availability, increase prices, and a ban on advertising) are still valid. Additionally, new strategies must be implemented to systematically deal with (a) fake news concerning legal and illegal drugs and (b) controversial scientific information. CONCLUSION: The heroin pandemic four decades ago was the last time that addiction treatment systems were updated in many western countries. A revised and modernized addiction treatment network must include improved access to care, facilitated where appropriate by technology; more integrated care with addiction specialists supporting non-specialists; and reducing the stigma experienced by people with SUDs.",2020,"López-Pelayo, Hugo; Aubin, Henri-Jean; Drummond, Colin; Dom, Geert; Pascual, Francisco; Rehm, Jürgen; Saitz, Richard; Scafato, Emanuele; Gual, Antoni",BMC Med,NA,#688929,,,,,220881104,2020,200
udemj1uu,,WHO,"""This is our next problem"": Cleaning up from the COVID-19 response",,,,unk,"The purpose of this discussion is to highlight the essential role that solid waste management must play in a humanitarian response towards disasters, in particular the ongoing Covid-19 pandemic. We highlight a number of potential avenues for scholarly investigation into the waste impacts of our response to Covid-19, but in particular, briefly unpacks the relationship between disasters, consumption and disposability as one potential research topic. The discussion is intended to start a conversation that is, at the moment, critically relevant, and to contribute to a more inclusive, and less normatively Western waste management studies discourse.",2020,"Kalina, Marc; Tilley, Elizabeth",Waste Manag,NA,#269474,,,,,218538722,2020,95
drgocs59,,WHO,"""Virtual"" Boot Camp: Orthopaedic Intern Education in the Time of COVID-19 and Beyond",,,,unk,"The emergence of COVID-19 as a viral pandemic in early 2020 resulted in notable changes to the daily practice, workflow, and education of orthopaedic residencies internationally. In particular, social distancing, residency restructuring, and redeployment to other services has increased heterogeneity in schedules and made the in-person gathering of trainees for education increasingly challenging. These changes may last until 2024 based on some mathematical models, resulting in notable disruptions to orthopaedic education, especially for junior residents. Therefore, in this study, we describe how we converted our in-person PGY-1 skills course into a ""virtual"" boot camp based on validated training modules and existing American Board of Orthopaedic Surgeons guidelines. Lessons learned from the experience and potential areas for improvement in the use of newer technology to teach cognitive knowledge and skills modules are highlighted with the hope that this can be useful to other orthopaedic residency programs, during the pandemic and also beyond.",2020,"Bhashyam, Abhiram R; Dyer, George S M",J. Am. Acad. Orthop. Surg,NA,#640548,,,,,220484553,2020,151
o7rlg8iv,,Medline,"""Virtual"" Boot Camp: Orthopaedic Intern Education in the Time of COVID-19 and Beyond.",10.5435/jaaos-d-20-00559,,32649439,unk,"The emergence of COVID-19 as a viral pandemic in early 2020 resulted in notable changes to the daily practice, workflow, and education of orthopaedic residencies internationally. In particular, social distancing, residency restructuring, and redeployment to other services has increased heterogeneity in schedules and made the in-person gathering of trainees for education increasingly challenging. These changes may last until 2024 based on some mathematical models, resulting in notable disruptions to orthopaedic education, especially for junior residents. Therefore, in this study, we describe how we converted our in-person PGY-1 skills course into a ""virtual"" boot camp based on validated training modules and existing American Board of Orthopaedic Surgeons guidelines. Lessons learned from the experience and potential areas for improvement in the use of newer technology to teach cognitive knowledge and skills modules are highlighted with the hope that this can be useful to other orthopaedic residency programs, during the pandemic and also beyond.",2020-07-07,"Bhashyam, Abhiram R; Dyer, George S M",The Journal of the American Academy of Orthopaedic Surgeons,NA,,,,,https://doi.org/10.5435/jaaos-d-20-00559; https://www.ncbi.nlm.nih.gov/pubmed/32649439/,220484553,2020,151
7xddzs4j,,WHO,"""War to the knife"" against thromboinflammation to protect endothelial function of COVID-19 patients",,,,unk,"In this viewpoint, we summarize the relevance of thromboinflammation in COVID-19 and discuss potential mechanisms of endothelial injury as a key point for the development of lung and distant organ dysfunction, with a focus on direct viral infection and cytokine-mediated injury. Entanglement between inflammation and coagulation and resistance to heparin provide a rationale to consider other therapeutic approaches in order to preserve endothelial function and limit microthrombosis, especially in severe forms. These strategies include nebulized heparin, N-acetylcysteine, plasma exchange and/or fresh frozen plasma, plasma derivatives to increase the level of endogenous anticoagulants (tissue factor pathway inhibitor, activated protein C, thrombomodulin, antithrombin), dipyridamole, complement blockers, different types of stem cells, and extracellular vesicles. An integrated therapy including these drugs has the potential to improve outcomes in COVID-19.",2020,"Guglielmetti, Gabriele; Quaglia, Marco; Sainaghi, Pier Paolo; Castello, Luigi Mario; Vaschetto, Rosanna; Pirisi, Mario; Corte, Francesco Della; Avanzi, Gian Carlo; Stratta, Piero; Cantaluppi, Vincenzo",Crit Care,NA,#608395,,,,,219888780,2020,126
jql6rg4k,,WHO,"""We are Alone in This Battle"": A Framework for a Coordinated Response to COVID-19 in Nursing Homes",,,,unk,"As of May 2020, nursing home residents account for a staggering one-third of the more than 80,000 deaths due to COVID-19 in the U.S. This pandemic has resulted in unprecedented threats to achieving and sustaining care quality even in the best nursing homes, requiring active engagement of nursing home leaders in developing solutions responsive to the unprecedented threats to quality standards of care delivery during the pandemic. This perspective offers a framework, designed with the input of nursing home leaders, to facilitate internal and external decision-making and collective action to address these threats. Policy options focus on assuring a shared understanding among nursing home leaders and government agencies of changes in the operational status of nursing homes throughout the crisis, improving access to additional essential resources needed to mitigate the crisis' impact, and promoting shared accountability for consistently achieving accepted standards in core quality domains.",2020,"Behrens, Liza L; Naylor, Mary D",J Aging Soc Policy,NA,#526492,,,,,219328092,2020,145
nfuxg8l3,,Medline,"""We are Alone in This Battle"": A Framework for a Coordinated Response to COVID-19 in Nursing Homes.",10.1080/08959420.2020.1773190,,32497467,unk,"As of May 2020, nursing home residents account for a staggering one-third of the more than 80,000 deaths due to COVID-19 in the U.S. This pandemic has resulted in unprecedented threats to achieving and sustaining care quality even in the best nursing homes, requiring active engagement of nursing home leaders in developing solutions responsive to the unprecedented threats to quality standards of care delivery during the pandemic. This perspective offers a framework, designed with the input of nursing home leaders, to facilitate internal and external decision-making and collective action to address these threats. Policy options focus on assuring a shared understanding among nursing home leaders and government agencies of changes in the operational status of nursing homes throughout the crisis, improving access to additional essential resources needed to mitigate the crisis' impact, and promoting shared accountability for consistently achieving accepted standards in core quality domains.",2020-06-04,"Behrens, Liza L; Naylor, Mary D",Journal of aging & social policy,NA,,,,,https://doi.org/10.1080/08959420.2020.1773190; https://www.ncbi.nlm.nih.gov/pubmed/32497467/,219328092,2020,145
8arcciwt,,WHO,"""We're staying at home"". Association of self-perceptions of aging, personal and family resources and loneliness with psychological distress during the lock-down period of COVID-19",,,,unk,"OBJECTIVES: Families are going through a very stressful time because of the COVID-19 outbreak, with age being a risk factor for this illness. Negative self-perceptions of aging, among other personal and relational variables may be associated with loneliness and distress caused by the pandemic crisis. METHOD: Participants are 1310 Spanish people (age range: 18-88 years) during a lock-down period at home. In addition to specific questions about risk for COVID-19, self-perceptions of aging, family and personal resources, loneliness and psychological distress were measured. Hierarchical regression analyses were done for assessing the correlates of loneliness and psychological distress. RESULTS: The measured variables allow for an explanation of 48% and 33% of the variance of distress and loneliness, respectively. Being female, younger, having negative self-perceptions about aging, more time exposed to news about COVID-19, more contact with relatives different to those that co-reside, fewer positive emotions, less perceived self-efficacy, lower quality of sleep, higher expressed emotion and higher loneliness were associated with higher distress. Being female, younger, having negative self-perceptions about aging, more time exposed to news about COVID-19, lower contact with relatives, higher self-perception as a burden, fewer positive emotions, lower resources for entertaining oneself, lower quality of sleep and higher expressed emotion were associated with higher loneliness.",2020,"Losada-Baltar, Andrés; Jiménez-Gonzalo, Lucía; Gallego-Alberto, Laura; Pedroso-Chaparro, María Del Sequeros; Fernandes-Pires, José; Márquez-González, María",,NA,#46832,,,,,215757824,2020,207
6do70jr1,,WHO,"""When the going gets tough, the tough get-Creative"": Israeli Jewish religious leaders find religiously innovative ways to preserve community members' sense of belonging and resilience during the COVID-19 pandemic",,,,unk,"This commentary describes the religiously innovative adaptations made to customary rituals by Jewish religious leaders to address issues of belonging and resilience during the 2019 novel coronavirus (COVID-19) pandemic quarantine. These adaptations included allowing religious prayer through a ""balcony"" minyan, conducting an online chavruta using video conferencing, and broadcasting the Passover ceremony. The approach shown here could contribute to future evidence-based research, conducted among different faiths, about the roles of both religious leadership and information and communications technology (ICT) in preserving one's sense of belonging and resilience in times of crisis. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",2020,"Frei-Landau, Rivi",Psychol Trauma,NA,#598516,,,,,219704707,2020,100
dwkjrnju,,Medline,"""When the going gets tough, the tough get-Creative"": Israeli Jewish religious leaders find religiously innovative ways to preserve community members' sense of belonging and resilience during the COVID-19 pandemic.",10.1037/tra0000822,,32538652,unk,"This commentary describes the religiously innovative adaptations made to customary rituals by Jewish religious leaders to address issues of belonging and resilience during the 2019 novel coronavirus (COVID-19) pandemic quarantine. These adaptations included allowing religious prayer through a ""balcony"" minyan, conducting an online chavruta using video conferencing, and broadcasting the Passover ceremony. The approach shown here could contribute to future evidence-based research, conducted among different faiths, about the roles of both religious leadership and information and communications technology (ICT) in preserving one's sense of belonging and resilience in times of crisis. (PsycInfo Database Record (c) 2020 APA, all rights reserved).",2020-06-15,"Frei-Landau, Rivi","Psychological trauma : theory, research, practice and policy",NA,,,,,https://doi.org/10.1037/tra0000822; https://www.ncbi.nlm.nih.gov/pubmed/32538652/,219704707,2020,100
56yey6ka,1043cb5a53dbd4ba0de1bd1e761c39fc0ed2b7e6,Elsevier; Medline; PMC,“Amantadine disrupts lysosomal gene expression; a hypothesis for COVID19 treatment “,10.1016/j.ijantimicag.2020.106004,PMC7191300,32361028,els-covid,"Abstract SARS-coronavirus 2 is the causal agent of the COVID-19 outbreak. SARS-Cov-2 entry into a cell is dependent upon binding of the viral spike (S) protein to cellular receptor and on cleavage of the spike protein by the host cell proteases such as Cathepsin L and Cathepsin B. CTSL/B are crucial elements of lysosomal pathway and both enzymes are almost exclusively located in the lysosomes. CTSL disruption offers potential for CoVID-19 therapies. The mechanisms of disruption include: decreasing expression of CTSL, direct inhibition of CTSL activity and affecting the conditions of CTSL environment (increase pH in the lysosomes). We have conducted a high throughput drug screen gene expression analysis to identify compounds that would downregulate the expression of CTSL/CTSB. One of the top significant results shown to downregulate the expression of the CTSL gene is amantadine (10uM). Amantadine was approved by the US Food and Drug Administration in 1968 as a prophylactic agent for influenza and later for Parkinson's disease. It is available as a generic drug. Amantadine in addition to downregulating CTSL appears to further disrupt lysosomal pathway, hence, interfering with the capacity of the virus to replicate. It acts as a lysosomotropic agent altering the CTSL functional environment. We hypothesize that amantadine could decrease the viral load in SARS-CoV-2 positive patients and as such it may serve as a potent therapeutic decreasing the replication and infectivity of the virus likely leading to better clinical outcomes. Clinical studies will be needed to examine the therapeutic utility of amantadine in COVID-19 infection.",2020-04-30,"Smieszek, Sandra P.; Przychodzen, Bart P; Polymeropoulos, Mihael H.",Int J Antimicrob Agents,NA,,,document_parses/pdf_json/1043cb5a53dbd4ba0de1bd1e761c39fc0ed2b7e6.json,document_parses/pmc_json/PMC7191300.xml.json,https://doi.org/10.1016/j.ijantimicag.2020.106004; https://www.sciencedirect.com/science/article/pii/S092485792030162X?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32361028/; https://api.elsevier.com/content/article/pii/S092485792030162X,216642632,2020,252
1ark19hv,7b2642cba3091976f8409abcc3d2bbfcd6a9cee1,Elsevier; Medline; PMC,“Challenges for liver transplantation during recovery from the COVID-19 pandemic: insights and recommendations”,10.1016/j.transproceed.2020.05.032,PMC7269961,32586665,els-covid,"Abstract The coronavirus disease 2019 (COVID-19) pandemic is placing an increasing burden on liver transplant (LT) services worldwide. At the peak of the pandemic, many liver transplant (LT) services worldwide dropped down or halted their activities. With the gradual easing of lockdowns, LT teams face new challenges when restarting activities. The numbers of liver transplants are likely to drop in the immediate post-COVID era. Prolong, and intermittent lockdowns are likely to lead to a shortage of supplies, especially in poor resource settings. Special attention is needed to avoid nosocomial COVID-19 infection among cirrhotic patients awaiting transplant, post-transplant patients as well as members in transplant teams. LT programs may have to revise the existing strategies in selecting donors and recipients for transplants. Re-designing service provision, restructuring of outpatient care, careful screening and selection of donors and recipient, performing LT with limited resources will have to be initiated in the post-COVID era if long-term recovery of LT services are to be expected. Costs involved with LT are likely to increase, considering the change in protocols of testing, quarantining, and interstate traveling. This paper discusses the different elements affecting and the widespread impact of COVID-19 pandemic on LT and strategies to minimize the impact of these factors and to adapt so LT services can meet the healthcare needs during this pandemic and beyond.",2020-06-04,"Niriella, M. A.; Siriwardana, R. C.; Perera, M.T.P.R.; Narasimhan, G.; Chan, S. C.; Dassanayake, A. S.",Transplant Proc,NA,,,document_parses/pdf_json/7b2642cba3091976f8409abcc3d2bbfcd6a9cee1.json,,https://doi.org/10.1016/j.transproceed.2020.05.032; https://www.sciencedirect.com/science/article/pii/S0041134520325720?v=s5; https://api.elsevier.com/content/article/pii/S0041134520325720; https://www.ncbi.nlm.nih.gov/pubmed/32586665/,219299775,2020,220
